genres,keywords,revenue,title,vote_average,vote_count,cast,director
Horror,death of a friend swimming pool ouija ouija board teenager,103590271,Ouija,4.9,983,Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith,Stiles White
Horror Thriller,group therapy nightmare hypnosis trapped alcoholic,44793222,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson,Chuck Russell
Comedy Drama,bachelor vespa,99067206,Instructions Not Included,7.5,205,Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz,Eugenio Derbez
Horror,garage poltergeist webcam imaginary friend bathtub,142817992,Paranormal Activity 4,5.2,563,Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen,Henry Joost
Drama,crucifixion ancient rome,36000000,The Robe,6.4,42,Richard Burton Jean Simmons Victor Mature Jay Robinson Richard Boone,Henry Koster
Comedy,robbery diamant c\u00f4te d'azur inspector panther,41833347,The Return of the Pink Panther,6.7,137,Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne,Blake Edwards
Horror Thriller Comedy,amnesia nightmare alternate dimension psychologist memory loss,34872033,Freddy's Dead: The Final Nightmare,5.1,272,Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan,Rachel Talalay
Crime Drama,female nudity prostitute rape sexual abuse desperation,60378584,Monster,7,485,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,Patty Jenkins
Adventure Drama Science Fiction,diving ocean submarine jules verne captain,28200000,"20,000 Leagues Under the Sea",6.8,157,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke,Richard Fleischer
Horror Thriller,supernatural demon found footage,86362372,Paranormal Activity: The Marked Ones,5.2,449,Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz,Christopher B. Landon
Drama History,exploitation biography hospital curiosity sideshow,26010864,The Elephant Man,7.9,719,Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller,David Lynch
Drama History,women aids biography based on true story hiv,55198285,Dallas Buyers Club,7.9,2886,Matthew McConaughey Jennifer Garner Jared Leto Denis O'Hare Steve Zahn,Jean-Marc Vall\u00e9e
Thriller Horror,terror experiment afterlife paranormal violence,64110728,The Lazarus Effect,5.1,505,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,David Gelb
Mystery Thriller,individual insulin tattoo waitress amnesia,39723096,Memento,8.1,4028,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky,Christopher Nolan
Horror,hallucination supernatural mirror skepticism ghost,44030246,Oculus,6.3,1050,Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane,Mike Flanagan
Comedy,independent film aftercreditsstinger duringcreditsstinger,26888376,Clerks II,6.9,398,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson,Kevin Smith
Drama Comedy Music,workers' quarter dancing class strike northern england scholarship,110000000,Billy Elliot,7.4,750,Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis,Stephen Daldry
Comedy Drama,shyness beach bicycle conversation friendship,23198652,The Way Way Back,7.1,688,Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell,Nat Faxon
Comedy,,0,House Party 2,4.7,21,Martin Lawrence Christopher Martin Christopher Reid Paul Anthony Tisha Campbell-Martin,Doug McHenry
Family Drama Action Western Romance,regret river horse ranch australia,20659423,The Man from Snowy River,6.8,37,Tom Burlinson Terence Donovan Kirk Douglas Tommy Dysart Bruce Kerr,George T. Miller
Animation Family Comedy,journalism dance daydream friendship pollution,0,Doug's 1st Movie,5.4,22,Thomas McHugh Fred Newman Chris Phillips Constance Shulman,Maurice Joyce
Drama,christianity coma jealousy radio station texas,0,The Apostle,6.1,38,Robert Duvall Billy Bob Thornton June Carter Cash Farrah Fawcett Miranda Richardson,Robert Duvall
Drama,ax biography sociopath lawyer mansion,0,Mommie Dearest,6.5,54,Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel,Frank Perry
Comedy Drama,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger,17273593,Our Idiot Brother,5.9,365,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott,Jesse Peretz
Action Drama,olympic games biography sport historical figure nazi germany,24804129,Race,7.1,478,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew,Stephen Hopkins
Drama,strip club stripper dominatrix cat fight,0,The Players Club,6.4,14,LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens,Ice Cube
Horror Thriller,paris treasure catacombs scientist singing in a car,40100000,"As Above, So Below",6.1,766,Perdita Weeks Ben Feldman Edwin Hodge Fran\u00e7ois Civil Marion Lambert,John Erick Dowdle
Drama Thriller,infidelity obsession lie sin interracial relationship,0,Addicted,5.4,63,Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines,Bille Woodruff
Drama,sister sister relationship menstruation superstition independent film curse,0,Eve's Bayou,6.1,27,Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan,Kasi Lemmons
Drama,mother professor illness,43884652,Still Alice,7.5,1104,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae,Richard Glatzer
History Drama,egypt,15000000,The Egyptian,6,11,Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom,Michael Curtiz
Action Crime Thriller,,19905359,Nighthawks,6.4,86,Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta,Bruce Malmuth
Horror Thriller,new york boat mask psychopath high school,14000000,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman,Rob Hedden
Comedy Drama Romance,usa parents kids relationship greece culture clash midlife crisis,368744044,My Big Fat Greek Wedding,6.2,671,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin,Joel Zwick
Drama Crime,female nudity sex florida drug dealer nudity,31724284,Spring Breakers,5,1551,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine,Harmony Korine
Horror Thriller,mass murder nudity halloween attempt to escape cult,15116634,Halloween: The Curse of Michael Myers,5,170,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,Joe Chappelle
Drama Romance,mexico sex beach group sex male friendship,33616692,Y Tu Mamá También,7.3,315,Gael Garc\u00eda Bernal Diego Luna Maribel Verd\u00fa Ana L\u00f3pez Mercado Diana Bracho,Alfonso Cuar\u00f3n
Horror Comedy,record collection flower cheese pub surrey,30039392,Shaun of the Dead,7.5,2420,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran,Edgar Wright
Drama Horror,,0,The Haunting of Molly Hartley,4.3,48,Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins,Mickey Liddell
Drama Mystery Romance,sheriff family secrets neo-western dark secrets,13269963,Lone Star,6.9,77,Chris Cooper Matthew McConaughey Elizabeth Pe\u00f1a Kris Kristofferson Joe Morton,John Sayles
Horror Thriller,sheriff scissors ambulance halloween twist,17768757,Halloween 4: The Return of Michael Myers,5.9,209,Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki,Dwight H. Little
Horror Mystery,island party murder teen movie slasher,0,April Fool's Day,5.8,73,Deborah Foreman Thomas F. Wilson Lloyd Berry Tom Heaton Ken Olandt,Fred Walton
Comedy Drama,diner baltimore maryland fake accident gambling debt twenty something,0,Diner,6.9,83,Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly,Barry Levinson
Action Crime Drama Romance Thriller,martial arts kung fu texas fbi wheelchair,12232628,Lone Wolf McQuade,5.5,67,Chuck Norris David Carradine Barbara Carrera Leon Isaac Kennedy Dana Kimmell,Steve Carver
Horror Thriller Science Fiction,moon nasa infection barbecue moon landing,25562924,Apollo 18,5,356,Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa,Gonzalo L\u00f3pez-Gallego
Comedy Drama,suicide single parent sister sister relationship cleaning lady new mexico,16174377,Sunshine Cleaning,6.5,255,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn,Christine Jeffs
Action Thriller,hotel revolution race against time engineer coup,54418872,No Escape,6.7,777,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,John Erick Dowdle
Action Fantasy,sword fight animal,14056528,The Beastmaster,6,97,Marc Singer Tanya Roberts Rip Torn John Amos Joshua Milrad,Don Coscarelli
Drama History Romance War,israel egypt religion and supernatural epic,12200000,Solomon and Sheba,5.4,8,Yul Brynner Gina Lollobrigida George Sanders Marisa Pavan David Farrar,King Vidor
Romance Comedy,sex black parody spoof millionaire,21164799,Fifty Shades of Black,4.3,331,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett,Michael Tiddes
Drama Romance,,0,Not Easily Broken,6.3,9,Morris Chestnut Taraji P. Henson Maeve Quinlan Kevin Hart Jenifer Lewis,Bill Duke
Drama Romance War,italy nurse love letter officer priest,25,A Farewell to Arms,6.2,28,Helen Hayes Gary Cooper Adolphe Menjou Mary Philips Jack La Rue,Frank Borzage
Comedy Romance,bet match playboy fear of commitment best friend,0,The Perfect Match,5.2,42,Terrence Jenkins Paula Patton Kali Hawk Lauren London Brandy Norwood,Bille Woodruff
Fantasy Animation Science Fiction Family,video game monster loss of energy egg computer,0,Digimon: The Movie,6.2,72,Lara Jill Miller Joshua Seth Bob Papenbrook Doug Berholt Steve Blum,Mamoru Hosoda
Comedy Drama,christianity gay coming out independent film coming of age,0,Saved!,6.3,147,Jena Malone Mandy Moore Macaulay Culkin Patrick Fugit Heather Matarazzo,Brian Dannelly
Comedy Crime Drama,father son relationship socialism yuppie professor dying and death,3432342,The Barbarian Invasions,6.7,77,R\u00e9my Girard St\u00e9phane Rousseau Marie-Jos\u00e9e Croze Doroth\u00e9e Berryman Louise Portal,Denys Arcand
Action Adventure Drama Romance,england crusade robin hood king richard,0,Robin and Marian,6.6,50,Sean Connery Audrey Hepburn Robert Shaw Richard Harris Nicol Williamson,Richard Lester
Action Adventure Horror Thriller,vampire full moon poster hitchhiker homoeroticism,0,The Forsaken,4.9,47,Kerr Smith Brendan Fehr Izabella Miko Johnathon Schaech Phina Oruche,J.S. Cardone
Action Adventure War Thriller,gun traitor nazis bridge major,7230000,Force 10 from Navarone,6.4,91,Harrison Ford Robert Shaw Barbara Bach Edward Fox Franco Nero,Guy Hamilton
Comedy,loser tv station game show tv star music video,0,UHF,6.7,89,"""Weird Al"" Yankovic Victoria Jackson Michael Richards David Bowe Fran Drescher",Jay Levey
Comedy,video game grandmother grandson relationship man child stoner game tester,6538177,Grandma's Boy,6.6,220,Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore,Nicholaus Goossen
Comedy Drama,sex independent film moving beverly hills woman director,0,Slums of Beverly Hills,6.5,44,Natasha Lyonne Alan Arkin Marisa Tomei Eli Marienthal Mena Suvari,Tamara Jenkins
Western,showdown bounty bounty hunter loss of brother sadness,5321508,Once Upon a Time in the West,8.1,1128,Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti,Sergio Leone
Action Comedy Thriller,,5476060,Made,6.3,55,Vince Vaughn Jon Favreau Sean Combs Famke Janssen Peter Falk,Jon Favreau
Science Fiction Drama,moon artificial intelligence clone isolation future,9760104,Moon,7.6,1794,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw,Duncan Jones
Comedy,bar mitvah party independent film,0,Keeping Up with the Steins,5.2,18,Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins,Scott Marshall
Documentary,prehistoric dinosaur imax underwater scene 3d,4074023,Sea Rex 3D: Journey to a Prehistoric World,5.9,11,Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang,Ronan Chapalain
Drama,canada suffering village paralysis independent film,3263585,The Sweet Hereafter,6.8,103,Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose,Atom Egoyan
Drama History,monk sunrise medicine hostage evacuation,41424067,Of Gods and Men,6.5,91,Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin,Xavier Beauvois
Comedy Drama,wine garden wine winzer,4040588,Bottle Shock,6.6,60,Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodr\u00edguez,Randall Miller
Comedy Horror Science Fiction,double life musical jekyll and hyde,0,Jekyll and Hyde ... Together Again,4.6,5,Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire,Jerry Belson
Drama Fantasy,mother sex secret obsession literature,3049135,Heavenly Creatures,7,294,Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent,Peter Jackson
Drama,hospital church,4842699,90 Minutes in Heaven,5.4,40,Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter,Michael Polish
Comedy Drama Romance,alcohol arizona beer playboy independent film,2614773,Everything Must Go,6,208,Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace,Dan Rush
Comedy Crime Mystery Thriller,detective blackmail independent film,1980338,Zero Effect,6,55,Bill Pullman Ben Stiller Ryan O'Neal Kim Dickens Angela Featherstone,Jake Kasdan
Thriller Drama,factory insomnia post it machinist cleaning bathroom tile,8203235,The Machinist,7.3,1247,Christian Bale Jennifer Jason Leigh Aitana S\u00e1nchez-Gij\u00f3n John Sharian Michael Ironside,Brad Anderson
Drama Crime,suicide drug dealer redemption addict existentialism,0,Light Sleeper,5.7,15,Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt,Paul Schrader
Thriller Crime Drama Mystery,biography,2450846,Kill the Messenger,6.6,355,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick,Michael Cuesta
Drama,loss of son trauma toy marriage grief,5129058,Rabbit Hole,6.9,165,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard,John Cameron Mitchell
Comedy Drama Crime,new york hotel based on novel birthday bath,742898,Party Monster,5.9,58,Seth Green Macaulay Culkin Chlo\u00eb Sevigny Diana Scarwid Marilyn Manson,Fenton Bailey
Horror Crime Thriller,skinhead heroin music cover-up murder,3220371,Green Room,6.7,683,Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner,Jeremy Saulnier
Comedy Drama Romance,sex adultery depression infidelity nightclub,0,The Oh in Ohio,5.8,27,Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey,Billy Kent
Drama Science Fiction Mystery,trilogy ayn rand,846704,Atlas Shrugged Part III: Who is John Galt?,3.9,15,Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple,James Manera
Comedy Crime Drama,brother brother relationship robbery burglar language barrier motel,560069,Bottle Rocket,6.8,281,Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave,Wes Anderson
Crime Drama Thriller,brother brother relationship bar gun hostage siege,0,Albino Alligator,5.6,45,Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen,Kevin Spacey
Drama Foreign History,biography mahatma gandhi tragedy,0,"Gandhi, My Father",6,2,Darshan Jariwala Akshaye Khanna Bhumika Chawla Shefali Shah Vinay Jain,Feroz Abbas Khan
Documentary,prison prisoner jail guard prison cell bagdad,0,Standard Operating Procedure,6.6,14,Javal Davis Ken Davis Tony Diaz Tim Dugan Lynndie England,Errol Morris
Drama,punk independent film coming of age teenage girl alcoholic father,0,Out of the Blue,6.5,17,Dennis Hopper Raymond Burr Sharon Farrell Linda Manz Don Gordon,Dennis Hopper
Comedy Horror,cabin chainsaw hillbilly body in chipper cut off jeans,5476793,Tucker and Dale vs Evil,7.3,847,Alan Tudyk Tyler Labine Katrina Bowden Jesse Moss Philip Granger,Eli Craig
Drama Romance,independent film,0,"Lovely, Still",6.2,13,Martin Landau Ellen Burstyn Adam Scott Elizabeth Banks,Nicholas Fackler
Action Drama Romance,mountains engineer railroad ethics,0,Tycoon,6.6,4,John Wayne Laraine Day Cedric Hardwicke Judith Anderson Anthony Quinn,Richard Wallace
Comedy Drama,bomb fire fbi quarantine independent film,0,Desert Blue,5.5,9,Casey Affleck Kate Hudson Brendan Sexton III Christina Ricci Ethan Suplee,Morgan J. Freeman
Horror Science Fiction Thriller,,0,Decoys,4.7,33,Kim Poirier Stefanie von Pfetten Elias Toufexis Meghan Ory Ennis Esmer,Matthew Hastings
Horror Thriller,rap music pennsylvania brother sister relationship farm grandparents,98450062,The Visit,6,1360,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,M. Night Shyamalan
Drama War,iraq iraq war,782102,Redacted,6.2,37,Izzy Diaz Rob Devaney Ty Jones Anas Wellman Mike Figueroa,Brian De Palma
Romance Thriller,beach murder,0,Fascination,3.8,4,Jacqueline Bisset Adam Garcia James Naughton Stuart Wilson Alice Evans,Klaus Menzel
Horror Thriller Science Fiction,found footage area 51,0,Area 51,4.2,151,Reid Warner Darrin Bragg Ben Rovner Jelena Nik Roy Abramsohn,Oren Peli
Thriller,barcelona spain blackmail concierge caretaker stalking,0,Sleep Tight,7,202,Luis Tosar Marta Etura  Alberto San Juan Petra Mart\u00ednez Iris Almeida,Jaume Balaguer\u00f3
Horror Comedy Crime Thriller,ransom hostage hostage drama,0,The Cottage,6.3,80,Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman,Paul Andrew Williams
Drama Fantasy Comedy,suicide life and death coma afterlife,0,Dead Like Me: Life After Death,5.8,65,Ellen Muth Jasmine Guy Callum Blue Sarah Wynter Britt McKillip,Stephen Herek
Comedy Documentary,penguin balzen antarctic,0,Farce of the Penguins,3.2,13,Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs,Bob Saget
Drama,,0,Flying By,7,2,Billy Ray Cyrus Heather Locklear Ahnaise Christmas Arabella Field Mo Collins,
Music Drama Comedy,father son relationship rock band grieving father,0,Rudderless,7.4,105,Billy Crudup Anton Yelchin Felicity Huffman Selena Gomez Laurence Fishburne,William H. Macy
Family Animation,baseball surrealism children new york yankees,0,Henry & Me,3,3,Richard Gere Luis Guzm\u00e1n Chazz Palminteri Cyndi Lauper Lucie Arnaz,Barrett Esposito
Romance Comedy,photographer surgeon orchestra doctor car accident,0,Christmas Eve,6.1,24,Patrick Stewart Cheryl Hines Gary Cole Jon Heder James Roday,Mitch Davis
TV Movie Crime Drama Thriller,,0,We Have Your Husband,5,3,Teri Polo Esai Morales Nicholas Gonzalez Olivia d'Abo William R. Moses,Eric Bross
Thriller Drama,cia retirement espionage terrorism,0,Dying of the Light,4.5,118,Nicolas Cage Anton Yelchin Alexander Karim Ir\u00e8ne Jacob Aymen Hamdouchi,Paul Schrader
Action Thriller War,gun oil secret service woman director mina,0,Born Of War,4.1,7,James Frain Sofia Black-D'Elia Lydia Leonard Joey Ansah Michael Maloney,Vicky Jewson
Drama Action Thriller Science Fiction,helicopter nasa texas spacecraft beguilement,0,Capricorn One,6.4,131,Elliott Gould James Brolin Brenda Vaccaro Sam Waterston O.J. Simpson,Peter Hyams
Comedy Drama,,0,Should've Been Romeo,0,0,Paul Ben-Victor Ed Asner Jordenn Thompson Carol Kane Michael Rapaport,Marcia Bennett
Family,,0,Running Forever,0,0,,
Comedy Fantasy Horror Thriller,canada nazis sequel spin off ancient evil,0,Yoga Hosers,4.7,102,Lily-Rose Depp Harley Quinn Smith Justin Long Austin Butler Adam Brody,Kevin Smith
Horror Action,louisiana navy seal zombie violence infected,0,Navy Seals vs. Zombies,3.5,36,"Ed Quinn Michael Dudikoff Rick Fox Chad ""Gunner"" Lail Molly Hagan",Stanton Barrett
Comedy Drama,expensive restaurant luxury adolf hitler prague sudetendeutsch,0,I Served the King of England,7,22,Ivan Barnev Old\u0159ich Kaiser Julia Jentsch Mari\u00e1n Labuda Martin Huba,Ji\u0159\u00ed Menzel
Drama Comedy,,17872796,Soul Kitchen,7.1,116,Adam Bousdoukos Birol \u00dcnel Moritz Bleibtreu Wotan Wilke M\u00f6hring Dorka Gryllus,Fatih Akin
Drama,independent film repair shop southern death threat story,24475416,Sling Blade,7.4,231,Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black,Billy Bob Thornton
Horror Thriller,suicide england classroom investigation supernatural,209696,The Awakening,6.3,458,Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead-Wright Lucy Cohu,Nick Murphy 
Horror,bathroom sex amsterdam europe brothel,80578934,Hostel,5.7,887,Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova,Eli Roth
Comedy Drama,adaptation film in a film,0,A Cock and Bull Story,6.2,43,Steve Coogan Rob Brydon Keeley Hawes Shirley Henderson Raymond Waring,Michael Winterbottom
Thriller Drama,shelter end of the world sanity apocalypse,3099314,Take Shelter,7.1,471,Michael Shannon Jessica Chastain Katy Mixon Shea Whigham Ray McKinnon,Jeff Nichols
Horror Thriller,small town boy murder maniac ghost,0,Lady in White,6.3,25,Lukas Haas Len Cariou Alex Rocco Katherine Helmond Jason Presson,Frank LaLoggia
Drama Comedy,auto autoritian education independent film teacher,0,Driving Lessons,6.3,47,Laura Linney Rupert Grint Julie Walters Michelle Duncan Oliver Milburn,Jeremy Brock
Comedy,wife murder murder plot,0,Let's Kill Ward's Wife,5.5,76,Patrick Wilson Scott Foley Amy Acker Donald Faison Dagmara Domi\u0144czyk,Scott Foley
Horror,hammer gore slasher chainsaw b horror,8025872,The Texas Chainsaw Massacre 2,5.9,139,Dennis Hopper Caroline Williams Jim Siedow Bill Moseley Bill Johnson,Tobe Hooper
Western,sheriff aging billy the kid lawlessness gun battle,11000000,Pat Garrett & Billy the Kid,7.2,65,James Coburn Kris Kristofferson Richard Jaeckel Katy Jurado Chill Wills,Sam Peckinpah
Drama Thriller Crime,bangkok suicidal arthouse neo-noir drug trafficker,10337387,Only God Forgives,5.6,862,Ryan Gosling Kristin Scott Thomas Gordon Brown Tom Burke Vithaya Pansringarm,Nicolas Winding Refn
Drama Romance,,0,Camping Sauvage,4.8,4,Denis Lavant Isild Le Besco Pascal Bongard Jean-Michel Guerin Martine Demaret,Christophe Ali
Comedy Romance,woman director,0,Without Men,4.6,8,Eva Longoria Christian Slater Oscar Nunez Kate del Castillo M\u00f3nica Huarte,Gabriela Tagliavini
Drama Family,scotland father son relationship single parent loss of father violent father,0,Dear Frankie,7,46,Gerard Butler Emily Mortimer Jack McElhone Sharon Small Katy Murphy,Shona Auerbach
Action Comedy Drama Western,indian territory horse ranch stetson urbanisierung,0,All Hat,1,1,Rachael Leigh Cook Luke Kirby Keith Carradine Lisa Ray Graham Greene,Leonard Farlinger
Drama Comedy Romance,female nudity political voting results,0,The Names of Love,7.3,93,Jacques Gamblin Sara Forestier Zinedine Soualem Jacques Boudet Carole Franck,Michel Leclerc
Drama Comedy,fish boy parenting first love troubled childhood,0,Treading Water,5.6,6,Douglas Smith Zo\u00eb Kravitz Ariadna Gil Don McKellar Kim Ly,Analeine Cal y Mayor
Drama,mother sex adultery nudity scandal,0,Savage Grace,5.7,60,Julianne Moore Stephen Dillane Eddie Redmayne Elena Anaya Hugh Dancy,Tom Kalin
Drama,new zealand gun rampage police independent film neighbor,0,Out of the Blue,5.9,18,Karl Urban Tandi Wright Simon Ferry Matthew Sunderland Lois Lawn,Robert Sarkies
Comedy Crime,trainer recruit shenanigan police academy,146198896,Police Academy,6.5,602,Steve Guttenberg Kim Cattrall G. W. Bailey Bubba Smith Donovan Scott,Hugh Wilson
Romance Adventure Drama,sexual identity shipwreck lovers stranded marooned,58853106,The Blue Lagoon,5.8,408,Brooke Shields Christopher Atkins Leo McKern William Daniels Jeffrey Kleiser,Randal Kleiser
Comedy Drama Romance,upper class love at first sight wedding vows marriage proposal yuppie,254700832,Four Weddings and a Funeral,6.6,632,Hugh Grant Andie MacDowell James Fleet Simon Callow John Hannah,Mike Newell
Comedy,sex based on novel nudity friendship high school,27092880,Fast Times at Ridgemont High,7,322,Sean Penn Jennifer Jason Leigh Judge Reinhold Phoebe Cates Brian Backer,Amy Heckerling
Adventure Drama,based on novel captain boat obsession shipwreck,10400000,Moby Dick,6.9,89,Gregory Peck Richard Basehart Leo Genn James Robertson Justice Harry Andrews,John Huston
Crime Drama,prison prisoner dream drug dealer nightclub,13060843,25th Hour,7.2,629,Edward Norton Philip Seymour Hoffman Barry Pepper Rosario Dawson Anna Paquin,Spike Lee
Crime Drama Romance Thriller,prison women's prison suspense mafia lesbian,7011317,Bound,6.9,198,Jennifer Tilly Gina Gershon Joe Pantoliano John P. Ryan Christopher Meloni,Lilly Wachowski
Crime Drama,drug addiction junkie heroin speed diet,7390108,Requiem for a Dream,7.9,2443,Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans Christopher McDonald,Darren Aronofsky
Music Romance,state fair,0,State Fair,6.2,19,Jeanne Crain Dana Andrews Dick Haymes Vivian Blaine Charles Winninger,Walter Lang
Drama Foreign Romance,dancer tango musical love,0,Tango,6.8,6,Miguel \u00c1ngel Sol\u00e1 Cecilia Narova M\u00eda Maestro Juan Carlos Copes,Carlos Saura
Drama,civil war dictator journalist guerrilla loss of lover,0,Salvador,7,71,James Woods Jim Belushi Michael Murphy John Savage Tony Plana,Oliver Stone
Comedy,wife husband relationship stress children mother daughter relationship parenthood,10429707,Moms' Night Out,5.5,121,Sarah Drew Sean Astin Patricia Heaton Logan White Robert Amaya ,Jon Erwin
Fantasy Drama Mystery,parents kids relationship airplane time travel school presentation school performance,1270522,Donnie Darko,7.7,3452,Jake Gyllenhaal Jena Malone Patrick Swayze Maggie Gyllenhaal Drew Barrymore,Richard Kelly
Action Comedy Foreign,,0,Saving Private Perez,6.1,18,Joaqu\u00edn Cosio Gerardo Taracena Jaime Camil Miguel Rodarte Jes\u00fas Ochoa,Beto G\u00f3mez
Drama Foreign History,law and ethics,0,Character,7.7,25,Jan Decleir Fedja van Hu\u00eat Betty Schuurman Tamar van den Dop,Mike van Diem
Comedy Crime Drama,independent film speed freak junky cop boy toy porn magazine,0,Spun,6.6,132,Jason Schwartzman Mickey Rourke Brittany Murphy John Leguizamo Chloe Hunter,Jonas \u00c5kerlund
Comedy Drama,dark comedy independent film,744816,Life During Wartime,6.3,30,Ally Sheedy Paul Reubens Shirley Henderson Allison Janney Michael Kenneth Williams,Todd Solondz
Drama Thriller,independent film,23803308,Sympathy for Lady Vengeance,7.4,356,Choi Min-sik Lee Young-ae Kwon Yea-young Go Soo-hee Kim Bu-seon,Park Chan-wook
Drama,royal court overbearing father harpsichord 18th century,0,Mozart's Sister,6.2,13,Marie F\u00e9ret Marc Barb\u00e9 Delphine Chuillot David Moreau,Ren\u00e9 F\u00e9ret
Comedy Drama,prison sport amateur soccer soccer coach,0,Mean Machine,6,157,Vinnie Jones David Kelly David Hemmings Ralph Brown Vas Blackwood,Barry Skolnick
Action Crime Thriller,,0,Exiled,7,46,Anthony Wong Francis Ng Simon Yam Nick Cheung Richie Ren,Johnnie To
Adventure Action Western,robbery miner treachery sundance kid native peoples,623528,Blackthorn,6.6,73,Sam Shepard Magaly Solier Eduardo Noriega Stephen Rea Daniel Aguirre,Mateo Gil
Crime Drama,suicide sex sweden underground nightclub,0,Lilya 4-ever,7.7,139,Oksana Akinshina Artyom Bogucharsky Lyubov Agapova Liliya Shinkaryova Elina Benenson,Lukas Moodysson
